Date,Close,Open,High,Low,Vol.,Change %
"Jan 14, 2013",13507,"13,488.43","13,520.18","13,459.84",118.46M,0.14%
"Jan 15, 2013",13535,"13,507.32","13,546.37","13,445.80",102.28M,0.20%
"Jan 16, 2013",13511,"13,534.89","13,534.89","13,468.96",118.54M,-0.17%
"Jan 17, 2013",13596,"13,511.23","13,633.89","13,510.24",183.90M,0.63%
"Jan 18, 2013",13650,"13,596.02","13,649.93","13,571.86",260.90M,0.39%
"Jan 22, 2013",13712,"13,649.70","13,712.21","13,622.96",144.30M,0.46%
"Jan 23, 2013",13779,"13,712.21","13,794.29","13,710.13",104.49M,0.49%
"Jan 24, 2013",13825,"13,779.33","13,879.66","13,779.33",124.78M,0.33%
"Jan 25, 2013",13896,"13,825.33","13,895.98","13,825.33",130.30M,0.51%
"Jan 28, 2013",13882,"13,895.98","13,915.72","13,862.57",113.57M,-0.10%
"Jan 29, 2013",13954,"13,881.93","13,969.99","13,880.01",108.23M,0.52%
"Jan 30, 2013",13910,"13,954.42","13,966.13","13,896.95",117.20M,-0.32%
"Jan 31, 2013",13861,"13,910.42","13,941.06","13,860.58",142.60M,-0.36%
"Feb 01, 2013",14010,"13,860.58","14,019.78","13,860.58",128.42M,1.08%
"Feb 04, 2013",13880,"14,009.79","14,009.79","13,866.83",130.42M,-0.93%
"Feb 05, 2013",13979,"13,880.08","14,013.60","13,880.08",134.39M,0.71%
"Feb 06, 2013",13987,"13,979.30","13,991.61","13,913.18",127.56M,0.05%
"Feb 07, 2013",13944,"13,986.52","13,988.06","13,852.20",118.53M,-0.30%
"Feb 08, 2013",13993,"13,944.05","14,022.62","13,944.05",99.86M,0.35%
"Feb 11, 2013",13971,"13,992.97","13,992.97","13,940.41",75.09M,-0.16%
"Feb 12, 2013",14019,"13,971.24","14,038.97","13,968.94",117.18M,0.34%
"Feb 13, 2013",13983,"14,018.70","14,029.35","13,945.78",130.52M,-0.26%
"Feb 14, 2013",13973,"13,982.91","13,990.36","13,921.94",114.80M,-0.07%
"Feb 15, 2013",13982,"13,973.39","14,001.93","13,906.73",195.67M,0.06%
